27110375376610746202622452039680	31756951182560040534980480204800	333700532174050957637630033920
145336225515742452252672	175958399416142653292544	14898837688121083004241051648
333541701275897290555392	8142126366543605399552	720041225762939798749708288
494520045169557438464	2837191464031859245056	8817666587637612290244608
1381039080633994575872	322842475490091073536	1619899289527399743488
240028006388570423296	206031148065736425472	3430954994664710078464
65299135322618823966720	114615114070890184704	719484301560908873728
37200951005219946496	75138540317712384000	654554166875920138240
9512.1327575154809892410412430763	46209.613418250686663668602705002	377187284491147476992
470531.54392932052724063396453857	587891.69805246498435735702514648	346113791429585862656
714737.44755819393321871757507324	843655.66325618594419211149215698	19192194500217671680
900407.83788888878189027309417725	1107025.9982539077755063772201538	50635318891187527680
1066909.1659970541950315237045288	1299645.9246878488920629024505615	1145922.5876844422891736030578613
1228516.4064345019869506359100342	1521959.8092625297140330076217651	1278228.5393211366608738899230957
1402745.1020082503091543912887573	1733105.5182919118087738752365112	1368854.8643091327976435422897339
1591307.3418332156725227832794189	1958907.9206715694162994623184204	1484942.4826823293697088956832886
1794344.6489909279625862836837769	2179045.6431511719711124897003174	1608384.0195301331114023923873901
1982603.1597355480771511793136597	2447584.5132024567574262619018555	1750283.8659127270802855491638184
2179467.6469989903271198272705078	2710077.4496741471812129020690918	1919513.5448621883988380432128906
2352961.3013886963017284870147705	2974517.0086060049943625926971436	2049715.1909467745572328567504883
2509870.4966232664883136749267578	3231751.1224750387482345104217529	2192546.8689903370104730129241943
2679931.2299526855349540710449219	3510559.8646364687010645866394043	2319566.4614455415867269039154053
2868894.8425235394388437271118164	3772550.8587983418256044387817383	2474016.13361920183524489402771
3017586.8761264849454164505004883	4027374.9902855274267494678497314	2715044.8468052931129932403564453
3199881.0942153278738260269165039	4297642.0974377905949950218200684	2918322.7693192441947758197784424
3397533.3208848312497138977050781	4551219.6582359354943037033081055	3158466.4380415417253971099853516
3566304.8502161088399589061737061	4806169.633426668122410774230957	3401838.864845898933708667755127
3785049.8862562878057360649108887	5030089.0487910937517881393432617	3847523.9839639039710164070129395
3961943.2253181873820722103118896	5256289.9952634628862142562866211	4197132.9699253067374229431152344
4124243.3074819417670369148254395	5483620.6269370801746845245361328	4450180.8472912032157182693481445
4294791.6494643203914165496826172	5744374.0625927550718188285827637	4583195.8904062025249004364013672
4477703.9127618800848722457885742	5970841.7574251554906368255615234	4732703.2747557871043682098388672
4649953.1094819828867912292480469	6176381.4317235853523015975952148	5040157.4804600682109594345092773
4830452.8855014946311712265014648	6372842.6007555034011602401733398	5165551.4262717738747596740722656
5019885.7709110183641314506530762	6561718.0902191484346985816955566	5289334.6458419803529977798461914
5197800.1351894401013851165771484	6764159.6123803285881876945495605	5401233.6564918830990791320800781
5367804.2675201380625367164611816	6957176.8401962658390402793884277	5524875.8642385397106409072875977
5541174.9676507106050848960876465	7138148.8753827931359410285949707	5637934.9599145473912358283996582
5702386.9180586170405149459838867	7318226.0786016834899783134460449	5765847.8393727932125329971313477
5863390.2694398481398820877075195	7506036.8868840867653489112854004	5889207.7663398552685976028442383
6022277.950161160901188850402832	7690889.0873598577454686164855957	6018553.1093617435544729232788086
6174710.7258379319682717323303223	7869230.7282023569568991661071777	6160107.4513923758640885353088379
6307799.8605405492708086967468262	8046019.7362932572141289710998535	6278523.3030664995312690734863281
6446883.0349882561713457107543945	8215897.5004531312733888626098633	6387997.9035850195214152336120605
6584751.967849225737154483795166	8386594.9672438492998480796813965	6505416.0056982189416885375976562
6709248.4876158973202109336853027	8563776.5437772944569587707519531	6615638.7417179001495242118835449
6836120.9257232267409563064575195	8738402.8486751578748226165771484	6740646.1331862127408385276794434
6961693.9352502590045332908630371	8908238.8454303387552499771118164	6855681.360743612982332706451416
7083127.8040117584168910980224609	9068962.7624415010213851928710938	6995620.4376669554039835929870605
7216596.1024174457415938377380371	9235003.8250054437667131423950195	7131869.966466515325009822845459
7337989.2278410578146576881408691	9392990.4062812477350234985351562	7261087.0996839851140975952148438
7451721.516340699978172779083252	9566871.3840839546173810958862305	7404215.9564186781644821166992188
7571149.7061155978590250015258789	9734600.9822686221450567245483398	7525869.6253531100228428840637207
7692332.3691186560317873954772949	9894014.1958365198224782943725586	7658182.1476962640881538391113281
7809066.7853607879951596260070801	10054465.864320510998368263244629	7789367.0363004207611083984375
7923153.5899449223652482032775879	10224007.043596150353550910949707	7930575.99908745288848876953125
8053642.565067739225924015045166	10383469.328131811693310737609863	8065781.0156138390302658081054688
8168783.7623255252838134765625	10543352.769177347421646118164062	8195354.0013354700058698654174805
8299260.1946072187274694442749023	10698088.911441085860133171081543	8320045.0445455247536301612854004
8422029.2531688418239355087280273	10867679.688693871721625328063965	8431574.4951978661119937896728516
8543198.2262616679072380065917969	11025093.910018911585211753845215	8555255.9642237648367881774902344
8659840.8368425499647855758666992	11179822.147020686417818069458008	8677949.9548254702240228652954102
8772770.4033452980220317840576172	11336223.522819504141807556152344	8799716.9043463021516799926757812
8892928.1283489074558019638061523	11485403.040462518110871315002441	8913474.1794670931994915008544922
9003356.3188434932380914688110352	11643680.393171330913901329040527	9034560.7194836810231208801269531
9115908.7402863092720508575439453	11802191.528517464175820350646973	9148769.551387488842010498046875
9233503.6320955008268356323242188	11962282.51071984507143497467041	9258376.0913084372878074645996094
9341856.0843409597873687744140625	12121863.954480046406388282775879	9373192.8722693957388401031494141
9453526.5494969170540571212768555	12272137.683248475193977355957031	9487408.3313825689256191253662109
9562825.3522981368005275726318359	12421772.120220310986042022705078	9587234.770034609362483024597168
9674193.768773972988128662109375	12571235.454919122159481048583984	9689859.3396209403872489929199219
9781847.3881432376801967620849609	12708354.141695298254489898681641	9789665.6178560685366392135620117
9888247.6664725504815578460693359	12848888.143701380118727684020996	9892488.5918563436716794967651367
9998540.8790890481323003768920898	12987088.247140925377607345581055	9992826.0006724726408720016479492
10104571.609693145379424095153809	13131036.680135082453489303588867	10089086.63433521054685115814209
10213735.210865633562207221984863	13280176.339928582310676574707031	10186959.886455995962023735046387
10320185.052938923239707946777344	13425652.913750924170017242431641	10281965.244236402213573455810547
10430838.163597939535975456237793	13569086.457880962640047073364258	10380734.199050344526767730712891
10541860.581096023321151733398438	13708831.93082700297236442565918	10478498.428938487544655799865723
10653945.054197216406464576721191	13840289.795106248930096626281738	10575665.79205947183072566986084
10761170.925287805497646331787109	13982856.824840409681200981140137	10667114.064062844961881637573242
10861515.131253166124224662780762	14117597.782178826630115509033203	10771172.417619163170456886291504
10965577.525076486170291900634766	14251430.309873087331652641296387	10871391.56683097407221794128418
11072977.168394669890403747558594	14393925.418150853365659713745117	10966177.507274018600583076477051
11177401.03570492006838321685791	14531868.139577772468328475952148	11062312.002325799316167831420898
11276339.77049023844301700592041	14671388.599312596023082733154297	11164096.606340244412422180175781
11374377.2934081554412841796875	14806350.316493727266788482666016	11265256.89845802262425422668457
11471054.059803752228617668151855	14935941.016000315546989440917969	11375896.46729547716677188873291
11569715.677946625277400016784668	15070692.374156434088945388793945	11476602.614884812384843826293945
11671804.366989281028509140014648	15202482.291291628032922744750977	11579266.172775469720363616943359
11767850.800320139154791831970215	15343829.742734650149941444396973	11683306.932963393628597259521484
11873045.121678628027439117431641	15472646.675216782838106155395508	11793444.751482684165239334106445
